iter	Logloss
119	0.4209606302
120	0.419738589
121	0.4187900722
122	0.41785184
123	0.4170720863
124	0.4165593908
125	0.4156942073
126	0.4148859026
127	0.4145099134
128	0.4138923194
129	0.4129231708
130	0.4122110802
131	0.4116099651
132	0.4104821237
133	0.4095832476
134	0.4088014498
135	0.407997842
136	0.4070696466
137	0.4067998446
138	0.4059890889
139	0.4054456575
140	0.4049788922
141	0.4043105943
142	0.4036091899
143	0.4026490481
144	0.4016188978
145	0.4009108854
146	0.4001692584
147	0.3996764024
148	0.39919974
149	0.3984291643
150	0.3977546438
151	0.3970321454
152	0.3964502956
153	0.3959753891
154	0.3950398002
155	0.3943533162
156	0.3939657855
157	0.3934610675
158	0.3929342995
159	0.3923311122
160	0.391752499
161	0.3912855556
162	0.3907269055
163	0.3901952282
164	0.3895747934
165	0.3890867853
166	0.3884668876
167	0.3881622428
168	0.3875672238
169	0.3871508258
170	0.386583687
171	0.3859246365
172	0.3853822268
173	0.3850465103
174	0.3842296922
175	0.3837753657
176	0.3834246329
177	0.3830103759
178	0.3825063555
179	0.3817362012
180	0.3811558731
181	0.3806869054
182	0.380126413
183	0.3794891795
184	0.3793498113
185	0.3790314696
186	0.3785868901
187	0.3781063885
188	0.3777213992
189	0.3773467396
190	0.3769083796
191	0.376500062
192	0.3759960046
193	0.3756071071
194	0.3752506124
195	0.3748739004
196	0.3744713724
197	0.3742161741
198	0.3738193891
199	0.3732281332
200	0.3729500784
201	0.37249902
202	0.3718965396
203	0.3713839802
204	0.3708915298
205	0.3703357695
206	0.370005156
207	0.3696066762
208	0.3694152003
209	0.3688761698
210	0.368350085
211	0.3679719913
212	0.3676367399
213	0.3673451799
214	0.3669423392
215	0.3666327567
216	0.3661808082
217	0.3659052252
218	0.3653788106
219	0.3650945023
220	0.3647584929
221	0.3642463812
222	0.3640148878
223	0.3638405436
224	0.363702447
225	0.3633408012
226	0.3631272945
227	0.3626327171
228	0.3623478065
229	0.3619523621
230	0.3618007986
231	0.3613374021
232	0.3610199651
233	0.3606983595
234	0.3604130452
235	0.3600967031
236	0.3597542109
237	0.3593455038
238	0.3592030499
239	0.3589569624
240	0.3587227108
241	0.3584989771
242	0.3582271651
243	0.3579584303
244	0.3575665659
245	0.3572509006
246	0.3569094359
247	0.3565735353
248	0.3562712501
249	0.3559401208
250	0.3556749594
251	0.3554794482
252	0.3552899805
253	0.3551274806
254	0.3547663259
255	0.3545492415
256	0.3543347452
257	0.3541708407
258	0.353912461
259	0.3536704605
260	0.3533463853
261	0.3532504916
262	0.3531017377
263	0.3528466266
264	0.3525827052
265	0.3521869862
266	0.3518214536
267	0.3515559966
268	0.3513277921
269	0.3510739935
270	0.350839708
271	0.3507665788
272	0.3506226933
273	0.3503983647
274	0.3501151101
275	0.3500412642
276	0.3497552601
277	0.3494049505
278	0.3491011545
279	0.3488547305
280	0.3484997121
281	0.3482624812
282	0.3480035659
283	0.3478087446
284	0.3475824948
285	0.3473395251
286	0.3470740308
287	0.3466149231
288	0.3465611821
289	0.3464201491
290	0.3461261787
291	0.3458813025
292	0.3457576638
293	0.3454124187
294	0.3452026979
295	0.344975062
296	0.3447212946
297	0.3446522518
298	0.3444701834
299	0.3442909568
300	0.3440108598
301	0.3437263383
302	0.3434494468
303	0.3432509331
304	0.3429781495
305	0.3428634547
306	0.3426174247
307	0.342321076
308	0.3421049862
309	0.3420012973
310	0.3418970064
311	0.3416918864
312	0.341450846
313	0.3412021143
314	0.3410346932
315	0.3408341399
316	0.3406760697
317	0.3405206542
318	0.3402989869
319	0.3400851476
320	0.3398079518
321	0.3395869331
322	0.3394084642
323	0.3391863822
324	0.3390081973
325	0.3387534185
326	0.3385154906
327	0.3384461794
328	0.3382759012
329	0.3381675778
330	0.3380219028
331	0.3378310189
332	0.3376208594
333	0.3374093551
334	0.33727786
335	0.3369859914
336	0.3367873142
337	0.3365624617
338	0.3364056029
339	0.3362519529
340	0.3359224622
341	0.3357859894
342	0.3356736983
343	0.3354151493
344	0.3352498656
345	0.3351071016
346	0.3349391785
347	0.3347693852
348	0.3347374785
349	0.334576285
350	0.3343275847
351	0.3341695859
352	0.3340059586
353	0.3337987861
354	0.3336856786
355	0.3334805033
356	0.3333241033
357	0.3331869178
358	0.3330912357
359	0.3329021807
360	0.3327210622
361	0.3325662202
362	0.3322936635
363	0.332176443
364	0.331966566
365	0.3317496844
366	0.3316624098
367	0.3313273716
368	0.3310466164
369	0.3308465811
370	0.3305972093
371	0.3303478248
372	0.3302190996
373	0.3300825887
374	0.3297916084
375	0.3296169457
376	0.3294484175
377	0.3292453911
378	0.3290638264
379	0.32892299
380	0.3286865385
381	0.3284332309
382	0.3282196541
383	0.3281532681
384	0.328063824
385	0.3279836485
386	0.3278603592
387	0.3276769806
388	0.3274899413
389	0.327279963
390	0.3271114691
391	0.3269919815
392	0.3268927016
393	0.3267901744
394	0.3265829827
395	0.326435046
396	0.3262412851
397	0.3260011276
398	0.3257643744
399	0.3255210715
400	0.3254536769
401	0.3252247381
402	0.3250446766
403	0.3249535777
404	0.3246361991
405	0.3244139117
406	0.3241824818
407	0.324106433
408	0.3238288936
409	0.323683113
410	0.3234195299
411	0.32325656
412	0.3230400895
413	0.3228542215
414	0.3227692194
415	0.3226961064
416	0.3224218277
417	0.3221419597
418	0.3219498013
419	0.3218590397
420	0.321678774
421	0.3216031425
422	0.3215265766
423	0.3213815198
424	0.321151914
425	0.3209161753
426	0.3207140097
427	0.320599066
428	0.3205171046
429	0.3202829163
430	0.3200570394
431	0.3200036831
432	0.3198817491
433	0.3196907972
434	0.3193930278
435	0.3193132079
436	0.3191817919
437	0.3191064562
438	0.3188628396
439	0.3187138081
440	0.3186295253
441	0.3184052507
442	0.3182282662
443	0.318048591
444	0.318016786
445	0.3178269265
446	0.3177019203
447	0.3176034663
448	0.3173872978
449	0.3172080083
450	0.3169916344
451	0.3169365027
452	0.3167597418
453	0.3164678472
454	0.3164478551
455	0.3162623327
456	0.3161595874
457	0.3160318426
458	0.3159540824
459	0.3158008466
460	0.3156259279
461	0.3154005227
462	0.3152899686
463	0.3151867533
464	0.3150105203
465	0.3148988172
466	0.314807443
467	0.3146398689
468	0.3145398938
469	0.314415167
470	0.3143368403
471	0.3141387823
472	0.3139107733
473	0.3137840375
474	0.3137184423
475	0.313590337
476	0.3135191149
477	0.3134850744
478	0.3133687002
479	0.3133151392
480	0.3131624856
481	0.312990904
482	0.3128118278
483	0.312688081
484	0.31259568
485	0.3124671506
486	0.3123234146
487	0.3122060416
488	0.3121962965
489	0.3120995333
490	0.3119616083
491	0.3118289574
492	0.3117294046
493	0.3115042291
494	0.311340824
495	0.3112788817
496	0.3111919659
497	0.3109157097
498	0.3106082213
499	0.3104277714
500	0.3103052031
501	0.3100852496
502	0.3099995525
503	0.3098726166
504	0.3097153712
505	0.3096203641
506	0.3095104359
507	0.3093640463
508	0.3092840712
509	0.3090738738
510	0.3088749715
511	0.3087063594
512	0.3085888763
513	0.3084451255
514	0.3082087382
515	0.3079769739
516	0.3077317028
517	0.3076386186
518	0.3075837076
519	0.3074640524
520	0.3073876574
521	0.3072529326
522	0.3071448366
523	0.3069716965
524	0.3068769616
525	0.3068556496
526	0.3067767294
527	0.306760107
528	0.3067210646
529	0.3064156889
530	0.3063353604
531	0.3062086381
532	0.3059865963
533	0.305907736
534	0.305792755
535	0.3056595606
536	0.3055388054
537	0.3054243278
538	0.3052187511
539	0.3051471947
540	0.3050333661
541	0.3049420107
542	0.3049217712
543	0.3047035383
544	0.3046095844
545	0.3045073794
546	0.3043800571
547	0.3041399629
548	0.3040962666
549	0.3039244731
550	0.3038292867
551	0.30371342
552	0.3035424083
553	0.3034917552
554	0.3031799051
555	0.3031326972
556	0.3029415866
557	0.3029053976
558	0.3026920816
559	0.3024407686
560	0.3023825758
561	0.3023067977
562	0.3018549758
563	0.3018013704
564	0.3015535229
565	0.3014733976
566	0.3012789117
567	0.3012759527
568	0.301110813
569	0.3010385514
570	0.3009074354
571	0.3008551483
572	0.3007350522
573	0.3007219632
574	0.300493147
575	0.3004436324
576	0.3002376439
577	0.3001925867
578	0.3001157861
579	0.2998966421
580	0.2998558577
581	0.2997277728
582	0.2995101218
583	0.2994448174
584	0.2993222239
585	0.2992177398
586	0.2990616992
587	0.2989978162
588	0.2988706231
589	0.2987414404
590	0.298545462
591	0.2983975986
592	0.2983509776
593	0.298187787
594	0.2980515527
595	0.2979982949
596	0.2978733937
597	0.2976983096
598	0.297532239
599	0.2974080911
600	0.2972251023
601	0.2970906183
602	0.2969847116
603	0.2969067149
604	0.2968514143
605	0.2967617004
606	0.2966972511
607	0.2965937553
608	0.2965474036
609	0.2964912218
610	0.2962193708
611	0.2960652831
612	0.296010175
613	0.2958691082
614	0.2957744025
615	0.2956646834
616	0.2955235268
617	0.295434603
618	0.2952616217
619	0.2951426546
620	0.2949928094
621	0.2949574574
622	0.2947959097
623	0.2946213871
624	0.2946207225
625	0.29445468
626	0.2942267397
627	0.2940344158
628	0.2939295187
629	0.2937546513
630	0.2936964239
631	0.2935876748
632	0.2935439892
633	0.2934496801
634	0.2933633035
635	0.293322116
636	0.2931799434
637	0.2930564442
638	0.2929499333
639	0.2927311267
640	0.2925525945
641	0.2924717826
642	0.2922377101
643	0.2922012822
644	0.2920604926
645	0.2919364458
646	0.2918148677
647	0.2915509183
648	0.2914788478
649	0.2913710252
650	0.2912881531
651	0.2911201434
652	0.290956788
653	0.2908837338
654	0.2907836336
655	0.2907130327
656	0.2905858917
657	0.2904678947
658	0.2904599782
659	0.2903933972
660	0.2902345744
661	0.2901673208
662	0.2900830468
663	0.2899944333
664	0.2898148572
665	0.2896762792
666	0.2895443548
667	0.2895141011
668	0.2892851634
669	0.2892324847
670	0.2891078719
671	0.2890200369
672	0.288907772
673	0.2888481751
674	0.2887520991
675	0.2886667652
676	0.2884895297
677	0.2883822476
678	0.2883440275
679	0.2882470676
680	0.2881072305
681	0.2880757813
682	0.2880385639
683	0.2878820932
684	0.2878355633
685	0.2877591071
686	0.287749598
687	0.2875762288
688	0.2874914131
689	0.287425528
690	0.2873294868
691	0.2871513259
692	0.287082138
693	0.2869947437
694	0.2867989613
695	0.2867725043
696	0.2866720831
697	0.2865826347
698	0.2865772281
699	0.286505273
700	0.2863576844
701	0.2862327907
702	0.2861115659
703	0.2860446297
704	0.285788396
705	0.2855904493
706	0.2854991562
707	0.2854635321
708	0.2853376668
709	0.2852230781
710	0.2850652098
711	0.2850057474
712	0.2847204728
713	0.28443725
714	0.2842840877
715	0.2842420363
716	0.2841522892
717	0.2840700044
718	0.2840312275
719	0.2839857073
720	0.2838315229
721	0.2836901104
722	0.2834048467
723	0.2832994849
724	0.2832226204
725	0.2830738277
726	0.2830213944
727	0.2830139009
728	0.2829235009
729	0.2828788289
730	0.2828467636
731	0.2827950558
732	0.2826267669
733	0.2825550846
734	0.282353518
735	0.282172538
736	0.282079089
737	0.2819523068
738	0.2818219329
739	0.2816634835
740	0.2815657815
741	0.2815153561
742	0.2814411305
743	0.281367894
744	0.2813408381
745	0.2812383746
746	0.2811129303
747	0.2809930678
748	0.2808401526
749	0.2807883624
750	0.2806319295
751	0.2805587748
752	0.2805217961
753	0.2804848142
754	0.2804326139
755	0.2803592976
756	0.2802806083
757	0.2802095912
758	0.2801713347
759	0.2800997275
760	0.2798705597
761	0.2796667538
762	0.2795427505
763	0.2793947768
764	0.2793360464
765	0.2792141665
766	0.2791023068
767	0.2790445962
768	0.2788770929
769	0.2787786972
770	0.2786563817
771	0.2785884926
772	0.2784510509
773	0.2783230985
774	0.2782104674
775	0.2781234886
776	0.2780520175
777	0.2779945976
778	0.2778864271
779	0.2777614678
780	0.2777258319
781	0.2776418315
782	0.2775113288
783	0.2773769014
784	0.2772652886
785	0.2770300975
786	0.2769946719
787	0.2768951991
788	0.2767757707
789	0.2766755411
790	0.2766428869
791	0.2764716098
792	0.2763934602
793	0.2762698107
794	0.2762348912
795	0.2761043964
796	0.2760550196
797	0.2759882846
798	0.2758349527
799	0.2757304205
800	0.275527431
801	0.2754339148
802	0.2752497552
803	0.2750104839
804	0.2749681506
805	0.2747778323
806	0.2746196482
807	0.2745447035
808	0.2744041474
809	0.2743233334
810	0.2740090514
811	0.2739542138
812	0.2738162206
813	0.2736678774
814	0.2735907006
815	0.2734273254
816	0.2733345813
817	0.2731522825
818	0.2730135837
819	0.2729443477
820	0.272785209
821	0.2727803156
822	0.2727529027
823	0.2726437779
824	0.2725858282
825	0.2725265735
826	0.2723539295
827	0.2722368349
828	0.2720839955
829	0.2719705992
830	0.271906255
831	0.2718749198
832	0.2717512593
833	0.2715485632
834	0.2714743373
835	0.2713978495
836	0.2712493525
837	0.2712327482
838	0.2711640592
839	0.2710145075
840	0.2709208785
841	0.2707498207
842	0.2706043408
843	0.2704464049
844	0.2702926314
845	0.2702012169
846	0.2700171096
847	0.2698491348
848	0.2696019111
849	0.269522123
850	0.2693971773
851	0.2691981369
852	0.2690220234
853	0.2688641281
854	0.2687617861
855	0.2685861064
856	0.2684589815
857	0.2683185161
858	0.2682445618
859	0.2680734121
860	0.2679704388
861	0.2677566409
862	0.2675294545
863	0.2673639816
864	0.2671797071
865	0.267082127
866	0.2669665397
867	0.2668528513
868	0.2668198869
869	0.2665574734
870	0.2663735183
871	0.2661207483
872	0.2659868648
873	0.2659116591
874	0.2657361352
875	0.2655887638
876	0.2654409143
877	0.2653709247
878	0.2652603341
879	0.2651982489
880	0.2651327496
881	0.2650214638
882	0.2649637574
883	0.2649001347
884	0.2647509413
885	0.2645894659
886	0.2645208434
887	0.2644178409
888	0.2642907824
889	0.2642594444
890	0.2642500451
891	0.2641533194
892	0.2640652826
893	0.2640008017
894	0.2638652507
895	0.2637425615
896	0.2636159363
897	0.2635716817
898	0.2634641264
899	0.263319996
900	0.2631611117
901	0.2630206388
902	0.2628776352
903	0.2627718944
904	0.2626371775
905	0.2624853865
906	0.2624248468
907	0.2622498597
908	0.2621728203
909	0.2621182968
910	0.2620394241
911	0.2619239776
912	0.2618502042
913	0.2616816976
914	0.2616308784
915	0.2615578065
916	0.2615098598
917	0.2614638671
918	0.2612769802
919	0.2611554492
920	0.2611082721
921	0.261095576
922	0.261024656
923	0.2608858454
924	0.2608097559
925	0.2608008576
926	0.2606529013
927	0.2605148637
928	0.2603749047
929	0.2601470144
930	0.2601169196
931	0.26003595
932	0.2599717017
933	0.2599237634
934	0.2597754744
935	0.2596601363
936	0.2595089118
937	0.2593292024
938	0.2592119613
939	0.2589884866
940	0.2587806261
941	0.2586941331
942	0.2585781027
943	0.2584037661
944	0.2581151051
945	0.2580455855
946	0.2578677855
947	0.2577973697
948	0.2576982165
949	0.2576436581
950	0.2575692279
951	0.2575165771
952	0.2574391424
953	0.2572905743
954	0.2572562618
955	0.257088554
956	0.2570220957
957	0.2569412205
958	0.2567601091
959	0.256676096
960	0.2565883864
961	0.256435225
962	0.2563235764
963	0.256120939
964	0.2559613011
965	0.2558567908
966	0.2558031236
967	0.2556329237
968	0.2555527972
969	0.2553975793
970	0.2551334683
971	0.2550524206
972	0.2550066863
973	0.2548954838
974	0.2548091419
975	0.2547097179
976	0.2546405925
977	0.2544931708
978	0.2543033941
979	0.2540929689
980	0.2539932987
981	0.2537766259
982	0.2537320197
983	0.2536465711
984	0.2535190358
985	0.2533681599
986	0.2532701274
987	0.2531958712
988	0.253149066
989	0.2529669889
990	0.2528088958
991	0.2526662176
992	0.2526191752
993	0.2525516143
994	0.2525158341
995	0.2524220472
996	0.2523242136
997	0.2521877398
998	0.2521017871
999	0.2519402745
